"rotten_tomatoes_link","movie_title","original_release_date","content_rating","tomatometer_status","tomatometer_rating","tomatometer_count","audience_status","audience_rating","audience_count","gender","num_of_gender","num_of_casts","gender_rato_percentage","release_year","rating"
"m/1097865-gone_in_60_seconds","Gone in 60 Seconds (Gone in Sixty Seconds)",2000-06-09,"PG-13","Rotten",25,138,"Upright",77,955302,"Male",29,32,91,2000,"PG-13"
"m/gossip","Gossip",2000-04-21,"R","Rotten",29,66,"Spilled",47,19059,"Male",14,24,58,2000,"R"
"m/grateful_dawg","Grateful Dawg",2000-10-14,"PG-13","Fresh",70,43,"Upright",81,749,"Male",4,4,100,2000,"PG-13"
"m/groove","Groove",2000-06-09,"R","Rotten",57,51,"Upright",80,5940,"Male",8,11,73,2000,"R"
"m/gun_shy","Gun Shy",2000-02-04,"R","Rotten",26,43,"Spilled",36,5291,"Male",21,25,84,2000,"R"
"m/1097245-hamlet","Hamlet",2000-05-12,"R","Rotten",59,93,"Spilled",46,10267,"Male",12,15,80,2000,"R"
"m/hanging_up","Hanging Up",2000-02-18,"PG-13","Rotten",12,85,"Spilled",34,21253,"Male",4,17,24,2000,"PG-13"
"m/heavy_metal_2000","Heavy Metal 2000",2000-07-10,"R","Rotten",10,10,"Spilled",36,11916,"Male",4,6,67,2000,"R"
"m/held_up","Held Up",2000-05-12,"PG-13","Rotten",17,30,"Spilled",42,2687,"Male",13,19,68,2000,"PG-13"
"m/here_on_earth","Here on Earth",2000-03-24,"PG-13","Rotten",17,69,"Upright",61,20258,"Male",7,9,78,2000,"PG-13"
"m/hickey_and_boggs","Hickey & Boggs",2000-01-01,"PG","Fresh",67,6,"Spilled",57,272,"Male",13,16,81,2000,"PG"
"m/1095420-high_fidelity","High Fidelity",2000-03-31,"R","Certified-Fresh",91,165,"Upright",90,211744,"Male",13,24,54,2000,"R"
"m/highlander_endgame","Highlander: Endgame",2000-09-01,"R","Rotten",11,54,"Spilled",38,46338,"Male",12,16,75,2000,"R"
"m/hollow_man","Hollow Man",2000-08-04,"R","Rotten",27,118,"Spilled",28,366751,"Male",9,14,64,2000,"R"
"m/holy_smoke","Holy Smoke",2000-01-14,"R","Rotten",45,82,"Spilled",47,7835,"Male",8,14,57,2000,"R"
"m/human_traffic","Human Traffic",2000-05-05,"R","Rotten",59,29,"Upright",89,33168,"Male",7,13,54,2000,"R"
"m/i_dreamed_of_africa","I Dreamed of Africa",2000-05-05,"PG-13","Rotten",10,101,"Spilled",56,5529,"Male",9,14,64,2000,"PG-13"
"m/immortality","Immortality",2000-05-01,"R","Rotten",47,19,"Spilled",53,4064,"Male",8,11,73,2000,"R"
"m/1095979-inferno","Inferno (Pilgrim)",2000-01-01,"R","Rotten",20,5,"Spilled",26,1660,"Male",5,6,83,2000,"R"
"m/intern","Intern",2000-08-11,"R","Rotten",38,8,"Spilled",28,817,"Male",6,16,38,2000,"R"
"m/isnt_she_great","Isn't She Great",2000-01-28,"R","Rotten",25,61,"Spilled",38,2630,"Male",14,23,61,2000,"R"
"m/its_the_rage","It's the Rage",2000-03-04,"R","Rotten",27,11,"Spilled",44,1443,"Male",12,16,75,2000,"R"
"m/lady_and_the_tramp_ii_scamps_adventure","Lady and the Tramp II: Scamp's Adventure",2000-12-31,"G","Rotten",45,11,"Spilled",50,20830,"Male",10,17,59,2000,"G"
"m/lakeboat","Lakeboat",2000-06-01,"R","Certified-Fresh",83,42,"Upright",61,938,"Male",8,10,80,2000,"R"
"m/leprechaun-in-the-hood","Leprechaun in the Hood",2000-03-28,"R","Rotten",30,10,"Spilled",32,10302,"Male",11,16,69,2000,"R"
"m/little_nicky","Little Nicky",2000-11-10,"PG-13","Rotten",22,115,"Spilled",56,460366,"Male",22,25,88,2000,"PG-13"
"m/1098734-loser","Loser",2000-07-21,"PG-13","Rotten",24,96,"Spilled",35,52079,"Male",22,31,71,2000,"PG-13"
"m/love_and_sex","Love & Sex",2000-08-25,"R","Rotten",47,49,"Upright",76,7510,"Male",11,16,69,2000,"R"
"m/love_and_basketball","Love and Basketball",2000-01-26,"PG-13","Certified-Fresh",83,93,"Upright",95,186876,"Male",12,23,52,2000,"PG-13"
"m/loves_labours_lost","Love's Labour's Lost",2000-06-09,"PG","Rotten",49,67,"Spilled",40,3706,"Male",9,14,64,2000,"PG"
"m/lucky_numbers","Lucky Numbers",2000-10-27,"R","Rotten",22,96,"Spilled",19,9779,"Male",11,20,55,2000,"R"
"m/1101561-1101561-malena","Malena",2000-12-25,"R","Rotten",54,78,"Upright",84,29588,"Male",10,16,62,2000,"R"
"m/me_myself_i","Me Myself I",2000-12-31,"R","Fresh",63,32,"Spilled",57,1534,"Male",3,7,43,2000,"R"
"m/me_myself_and_irene","Me, Myself & Irene",2000-06-23,"R","Rotten",47,99,"Spilled",57,448920,"Male",13,18,72,2000,"R"
"m/meet_the_parents","Meet the Parents",2000-10-06,"PG-13","Certified-Fresh",84,148,"Upright",79,1056553,"Male",15,21,71,2000,"PG-13"
"m/memento","Memento",2000-09-05,"R","Certified-Fresh",93,179,"Upright",94,381037,"Male",7,11,64,2000,"R"
"m/men_of_honor","Men of Honor",2000-11-10,"R","Rotten",42,106,"Upright",81,77302,"Male",21,24,88,2000,"R"
"m/mercy_streets","Mercy Streets",2000-10-31,"PG-13","Rotten",13,8,"Spilled",55,118,"Male",11,12,92,2000,"PG-13"
"m/michael-jordan-to-the-max","Michael Jordan to the Max",2000-05-05,"G","Fresh",67,27,"Upright",81,3135,"Male",6,6,100,2000,"G"
"m/mifunes_last_song","Mifune's Last Song (Mifune) (Mifunes sidste sang)",2000-02-25,"R","Fresh",74,31,"Upright",85,1915,"Male",4,8,50,2000,"R"
"m/miss_congeniality","Miss Congeniality",2000-12-22,"PG-13","Rotten",41,116,"Upright",69,975545,"Male",11,20,55,2000,"PG-13"
"m/mission_to_mars","Mission to Mars",2000-03-10,"PG","Rotten",24,112,"Spilled",30,53548,"Male",10,21,48,2000,"PG"
"m/mission_impossible_2","Mission: Impossible 2",2000-12-31,"PG-13","Rotten",57,151,"Spilled",42,451978,"Male",13,14,93,2000,"PG-13"
"m/mvp_most_valuable_primate","MVP: Most Valuable Primate",2000-10-20,"PG","Rotten",20,5,"Spilled",40,7134,"Male",13,16,81,2000,"PG"
"m/my_five_wives","My 5 Wives",2000-09-08,"R","Rotten",0,5,"Spilled",45,801,"Male",7,13,54,2000,"R"
"m/my_dog_skip","My Dog Skip",2000-03-03,"PG","Fresh",73,82,"Upright",68,46393,"Male",7,10,70,2000,"PG"
"m/next_friday","Next Friday",2000-01-12,"R","Rotten",22,65,"Upright",76,181630,"Male",7,10,70,2000,"R"
"m/nurse_betty","Nurse Betty",2000-09-08,"R","Certified-Fresh",83,131,"Spilled",45,35288,"Male",14,26,54,2000,"R"
"m/nutty_professor_ii_the_klumps","Nutty Professor II: The Klumps",2000-07-28,"PG-13","Rotten",26,88,"Spilled",33,231632,"Male",15,22,68,2000,"PG-13"
"m/o_brother_where_art_thou","O Brother, Where Art Thou?",2000-12-22,"PG-13","Certified-Fresh",77,151,"Upright",89,256662,"Male",18,21,86,2000,"PG-13"
"m/ordinary-decent-criminal","Ordinary Decent Criminal",2000-01-07,"R","Rotten",14,7,"Upright",60,5609,"Male",17,19,89,2000,"R"
"m/1104207-panic","Panic",2000-12-01,"R","Certified-Fresh",91,56,"Upright",62,4345,"Male",6,9,67,2000,"R"
"m/passion_of_mind","Passion of Mind",2000-05-26,"PG-13","Rotten",19,36,"Spilled",51,2735,"Male",5,8,62,2000,"PG-13"
"m/pay_it_forward","Pay It Forward",2000-10-20,"PG-13","Rotten",39,130,"Upright",77,275158,"Male",8,10,80,2000,"PG-13"
"m/pitch_black","Pitch Black",2000-02-18,"R","Rotten",59,111,"Upright",77,278647,"Male",6,8,75,2000,"R"
"m/playing_mona_lisa","Playing Mona Lisa",2000-01-01,"R","Fresh",64,14,"Spilled",58,1246,"Male",4,12,33,2000,"R"
"m/pollock","Pollock",2000-12-15,"R","Certified-Fresh",81,108,"Upright",74,12137,"Male",12,28,43,2000,"R"
"m/prince_of_central_park","Prince of Central Park",2000-08-01,"PG-13","Rotten",20,5,"Spilled",36,1527,"Male",6,11,55,2000,"PG-13"
"m/proof_of_life","Proof of Life",2000-12-08,"R","Rotten",39,117,"Spilled",43,47164,"Male",12,17,71,2000,"R"
"m/quills","Quills",2000-11-22,"R","Certified-Fresh",75,126,"Upright",83,45560,"Male",8,14,57,2000,"R"
"m/ready_to_rumble","Ready to Rumble",2000-04-07,"PG-13","Rotten",23,70,"Spilled",52,33565,"Male",26,35,74,2000,"PG-13"
"m/red_planet","Red Planet",2000-11-10,"PG-13","Rotten",14,102,"Spilled",28,48354,"Male",6,7,86,2000,"PG-13"
"m/reindeer_games","Reindeer Games (Deception)",2000-02-25,"R","Rotten",25,88,"Spilled",27,43115,"Male",22,26,85,2000,"R"
"m/relative_values","Relative Values",2000-01-01,"PG","Rotten",20,5,"Upright",63,1681,"Male",5,8,62,2000,"PG"
"m/remember_the_titans","Remember the Titans",2000-09-23,"PG","Fresh",73,135,"Upright",93,578225,"Male",29,34,85,2000,"PG"
"m/requiem_for_a_dream","Requiem for a Dream",2000-10-06,"R","Certified-Fresh",79,138,"Upright",93,328407,"Male",4,9,44,2000,"R"
"m/return_to_me","Return to Me",2000-04-07,"PG","Fresh",62,99,"Upright",79,46908,"Male",10,14,71,2000,"PG"
"m/1097259-road_trip","Road Trip",2000-05-19,"R","Rotten",58,92,"Upright",65,465515,"Male",10,17,59,2000,"R"
"m/romeo_must_die","Romeo Must Die",2000-03-22,"R","Rotten",32,93,"Upright",61,192234,"Male",21,23,91,2000,"R"
"m/rugrats_in_paris","Rugrats in Paris - The Movie",2000-11-17,"G","Certified-Fresh",76,74,"Spilled",56,58385,"Male",12,24,50,2000,"G"
"m/rules_of_engagement","Rules of Engagement",2000-04-07,"R","Rotten",36,96,"Spilled",55,49513,"Male",14,17,82,2000,"R"
"m/1097822-running_free","Running Free",2000-06-02,"G","Rotten",27,30,"Upright",72,1421,"Male",4,4,100,2000,"G"
"m/scarlet_diva","Scarlet Diva",2000-01-01,"R","Rotten",52,25,"Spilled",52,2894,"Male",6,7,86,2000,"R"
"m/scary_movie","Scary Movie",2000-07-07,"R","Rotten",53,116,"Spilled",43,32582014,"Male",23,32,72,2000,"R"
"m/1097242-screwed","Screwed",2000-05-12,"PG-13","Rotten",13,30,"Spilled",48,7157,"Male",19,27,70,2000,"PG-13"
"m/sexy_beast","Sexy Beast",2000-04-01,"R","Certified-Fresh",87,135,"Upright",85,38598,"Male",7,8,88,2000,"R"
"m/shadow_of_the_vampire","Shadow of the Vampire",2000-12-29,"R","Certified-Fresh",82,138,"Upright",74,25415,"Male",7,7,100,2000,"R"
"m/1098038-shaft","Shaft",2000-06-16,"R","Fresh",67,115,"Spilled",41,64772,"Male",31,38,82,2000,"R"
"m/shanghai_noon","Shanghai Noon",2000-05-26,"PG-13","Certified-Fresh",79,134,"Upright",65,414949,"Male",14,19,74,2000,"PG-13"
"m/shriek_if_you_know_what_i_did_last_friday_the_13th","Shriek If You Know What I Did Last Friday the 13th",2000-01-01,"R","Rotten",14,7,"Spilled",31,19891,"Male",9,18,50,2000,"R"
"m/1098613-slow_burn","Slow Burn",2000-06-01,"R","Rotten",12,17,"Spilled",9,181,"Male",3,4,75,2000,"R"
"m/small_time_crooks","Small Time Crooks",2000-05-19,"PG","Fresh",66,100,"Spilled",57,15671,"Male",17,21,81,2000,"PG"
"m/snow_day","Snow Day",2000-02-11,"PG","Rotten",29,66,"Spilled",27,49562,"Male",9,15,60,2000,"PG"
"m/sordid_lives","Sordid Lives",2000-01-01,"R","Rotten",37,27,"Upright",85,3425,"Male",5,15,33,2000,"R"
"m/soul_survivors","Soul Survivors",2000-06-01,"PG-13","Rotten",4,48,"Spilled",26,11380,"Male",11,17,65,2000,"PG-13"
"m/south_of_heaven_west_of_hell","South of Heaven, West of Hell",2000-12-15,"R","Rotten",14,7,"Spilled",28,1896,"Male",16,19,84,2000,"R"
"m/space_cowboys","Space Cowboys",2000-08-04,"PG-13","Certified-Fresh",78,119,"Spilled",53,72948,"Male",21,28,75,2000,"PG-13"
"m/spring_forward","Spring Forward",2000-12-08,"R","Fresh",88,24,"Upright",81,801,"Male",4,7,57,2000,"R"
"m/state_and_main","State and Main",2000-12-22,"R","Certified-Fresh",86,116,"Upright",70,8432,"Male",15,20,75,2000,"R"
"m/steal_this_movie","Steal This Movie",2000-03-04,"R","Rotten",51,43,"Upright",71,2918,"Male",7,11,64,2000,"R"
"m/1097859-sunshine","Sunshine",2000-06-09,"R","Fresh",74,65,"Upright",81,7011,"Male",10,17,59,2000,"R"
"m/1084878-supernova","Supernova",2000-01-14,"PG-13","Rotten",10,61,"Spilled",17,11036,"Male",5,8,62,2000,"PG-13"
"m/swing_1999","Swing",2000-01-01,"R","Rotten",43,7,"Spilled",50,399,"Male",7,8,88,2000,"R"
"m/switching_goals","Switching Goals",2000-04-01,"G","Rotten",0,5,"Spilled",47,7981,"Male",8,11,73,2000,"G"
"m/terror_tract","Terror Tract",2000-10-18,"R","Fresh",60,5,"Spilled",35,586,"Male",7,12,58,2000,"R"
"m/sixth_day","The 6th Day",2000-11-17,"PG-13","Rotten",40,117,"Spilled",32,125879,"Male",18,27,67,2000,"PG-13"
"m/adventures_of_rocky_and_bullwinkle","The Adventures of Rocky & Bullwinkle",2000-06-30,"PG","Rotten",43,101,"Spilled",20,51958,"Male",15,22,68,2000,"PG"
"m/1099604-art_of_war","The Art of War",2000-08-25,"R","Rotten",16,81,"Spilled",36,26611,"Male",8,11,73,2000,"R"
"m/ballad_of_ramblin_jack","The Ballad of Ramblin' Jack",2000-08-16,"PG-13","Fresh",94,18,"Upright",77,389,"Male",2,2,100,2000,"PG-13"
"m/beach","The Beach",2000-02-11,"R","Rotten",20,118,"Spilled",57,217324,"Male",9,15,60,2000,"R"
"m/the_big_kahuna","The Big Kahuna",2000-04-28,"R","Certified-Fresh",73,79,"Upright",71,8180,"Male",4,4,100,2000,"R"
"m/big_tease","The Big Tease",2000-01-26,"R","Rotten",56,39,"Spilled",55,2497,"Male",14,25,56,2000,"R"
"m/the-bogus-witch-project","The Bogus Witch Project",2000-01-01,"R","Rotten",0,5,"Spilled",11,1587,"Male",5,7,71,2000,"R"
"m/broken_hearts_club","The Broken Hearts Club",2000-09-29,"R","Fresh",62,29,"Upright",72,8501,"Male",9,12,75,2000,"R"
"m/the_cell_2000","The Cell",2000-08-18,"R","Rotten",45,164,"Spilled",57,180872,"Male",12,19,63,2000,"R"
"m/the_cherry_orchard_2000","The Cherry Orchard",2000-03-18,"PG","Rotten",54,26,"Spilled",30,674,"Male",7,12,58,2000,"PG"
"m/claim","The Claim",2000-12-29,"R","Fresh",62,85,"Spilled",49,3523,"Male",7,15,47,2000,"R"
"m/the_closer_you_get","The Closer You Get",2000-02-25,"PG-13","Rotten",32,19,"Spilled",48,200,"Male",7,11,64,2000,"PG-13"
"m/the_collectors_2000","The Collectors",2000-10-17,"R","Fresh",80,5,"Spilled",22,90,"Male",7,8,88,2000,"R"
"m/color_of_friendship","The Color of Friendship",2000-02-05,"G","Fresh",100,6,"Upright",76,4138,"Male",5,8,62,2000,"G"
"m/1100998-contender","The Contender",2000-10-13,"R","Certified-Fresh",76,130,"Upright",73,8297,"Male",20,24,83,2000,"R"
"m/1099659-crew","The Crew",2000-08-25,"PG-13","Rotten",20,85,"Spilled",34,4124,"Male",22,31,71,2000,"PG-13"
"m/crow_salvation","The Crow - Salvation",2000-01-23,"R","Rotten",22,9,"Spilled",43,49014,"Male",8,10,80,2000,"R"
"m/the-debut2000","The Debut",2000-05-18,"R","Fresh",74,23,"Upright",73,1277,"Male",5,8,62,2000,"R"
"m/eyes_of_tammy_faye","The Eyes of Tammy Faye",2000-06-01,"PG-13","Fresh",86,36,"Upright",72,1174,"Male",4,5,80,2000,"PG-13"
"m/family_man","The Family Man",2000-12-22,"PG-13","Rotten",53,128,"Upright",67,194680,"Male",16,26,62,2000,"PG-13"
"m/filth_and_the_fury","The Filth and the Fury",2000-05-12,"R","Certified-Fresh",95,40,"Upright",88,6290,"Male",3,3,100,2000,"R"
"m/flintstones_in_viva_rock_vegas","The Flintstones in Viva Rock Vegas",2000-04-28,"PG","Rotten",25,72,"Spilled",20,44092,"Male",26,35,74,2000,"PG"
"m/1103231-gift","The Gift",2000-12-20,"R","Rotten",57,122,"Spilled",55,51003,"Male",10,15,67,2000,"R"
"m/golden_bowl","The Golden Bowl",2000-05-14,"R","Rotten",53,86,"Spilled",39,3164,"Male",10,14,71,2000,"R"
"m/guilty","The Guilty",2000-09-23,"R","Rotten",40,5,"Spilled",42,368,"Male",9,16,56,2000,"R"
"m/1098652-in_crowd","The In Crowd",2000-07-19,"PG-13","Rotten",2,60,"Spilled",38,6604,"Male",7,14,50,2000,"PG-13"
"m/the_kid","The Kid",2000-07-07,"PG","Rotten",49,99,"Spilled",49,60628,"Male",27,43,63,2000,"PG"
"m/1101029-ladies_man","The Ladies Man",2000-10-13,"R","Rotten",11,73,"Spilled",42,21189,"Male",21,30,70,2000,"R"
"m/the_last_september","The Last September",2000-04-21,"R","Rotten",42,24,"Spilled",33,788,"Male",5,9,56,2000,"R"
"m/legend_of_bagger_vance","The Legend of Bagger Vance",2000-11-03,"PG-13","Rotten",43,130,"Upright",65,51155,"Male",18,21,86,2000,"PG-13"
"m/the_life_and_times_of_hank_greenberg","The Life and Times of Hank Greenberg",2000-01-12,"PG","Certified-Fresh",97,65,"Upright",80,934,"Male",2,2,100,2000,"PG"
"m/the_little_mermaid_2_return_to_the_sea","The Little Mermaid 2: Return to the Sea",2000-09-19,"G","Rotten",17,6,"Spilled",45,83856,"Male",10,13,77,2000,"G"
"m/little_vampire","The Little Vampire",2000-10-27,"PG","Rotten",55,66,"Spilled",55,52336,"Male",7,11,64,2000,"PG"
"m/million_dollar_hotel","The Million Dollar Hotel",2000-02-25,"R","Rotten",25,44,"Upright",67,11389,"Male",16,20,80,2000,"R"
"m/next_best_thing","The Next Best Thing",2000-03-03,"PG-13","Rotten",19,93,"Spilled",35,16416,"Male",11,21,52,2000,"PG-13"
"m/original_kings_of_comedy","The Original Kings of Comedy",2000-08-18,"R","Certified-Fresh",83,103,"Upright",80,17874,"Male",3,3,100,2000,"R"
"m/1098149-patriot","The Patriot",2000-06-28,"R","Fresh",61,135,"Upright",81,423178,"Male",21,26,81,2000,"R"
"m/perfect_storm","The Perfect Storm",2000-06-30,"PG-13","Rotten",47,135,"Upright",64,279208,"Male",16,22,73,2000,"PG-13"
"m/prophecy_3_the_the_ascent","The Prophecy 3: The Ascent",2000-03-14,"R","Rotten",17,6,"Spilled",41,7036,"Male",8,9,89,2000,"R"
"m/replacements","The Replacements",2000-08-11,"PG-13","Rotten",41,108,"Upright",66,159782,"Male",7,9,78,2000,"PG-13"
"m/sex_monster","The Sex Monster",2000-01-25,"R","Rotten",33,6,"Spilled",45,2687,"Male",5,9,56,2000,"R"
"m/simian_line","The Simian Line",2000-01-15,"R","Rotten",22,18,"Upright",70,140,"Male",5,10,50,2000,"R"
"m/skulls","The Skulls",2000-04-01,"PG-13","Rotten",9,85,"Spilled",43,56964,"Male",12,13,92,2000,"PG-13"
"m/tao_of_steve","The Tao of Steve",2000-08-04,"R","Certified-Fresh",80,49,"Upright",69,6242,"Male",2,3,67,2000,"R"
"m/the-tigger-movie","The Tigger Movie",2000-02-11,"G","Fresh",62,74,"Upright",62,57867,"Male",9,10,90,2000,"G"
"m/virgin_suicides","The Virgin Suicides",2000-04-21,"R","Certified-Fresh",77,100,"Upright",81,192509,"Male",15,23,65,2000,"R"
"m/watcher","The Watcher",2000-09-08,"R","Rotten",11,90,"Spilled",29,21621,"Male",12,19,63,2000,"R"
"m/way_of_the_gun","The Way of the Gun",2000-09-08,"R","Rotten",45,132,"Upright",70,31375,"Male",7,10,70,2000,"R"
"m/whole_nine_yards","The Whole Nine Yards",2000-02-18,"R","Rotten",45,101,"Upright",64,211651,"Male",8,12,67,2000,"R"
"m/widow_of_st_pierre","The Widow of Saint-Pierre (The Widow of St. Pierre) (La veuve de Saint-Pierre)",2000-10-21,"R","Certified-Fresh",90,77,"Upright",78,3328,"Male",5,8,62,2000,"R"
"m/yards","The Yards",2000-10-20,"R","Fresh",64,97,"Spilled",51,8976,"Male",19,22,86,2000,"R"
"m/the_young_unknown","The Young Unknown",2000-03-12,"R","Rotten",14,29,"",NA,NA,"Male",4,6,67,2000,"R"
"m/things_you_can_tell_just_by_looking_at_her","Things You Can Tell Just by Looking at Her",2000-01-01,"PG-13","Fresh",74,19,"Upright",64,4770,"Male",6,18,33,2000,"PG-13"
"m/thirteen_days","Thirteen Days",2000-12-25,"PG-13","Certified-Fresh",83,123,"Upright",80,30151,"Male",41,46,89,2000,"PG-13"
"m/thomas_and_the_magic_railroad","Thomas and the Magic Railroad",2000-07-26,"G","Rotten",21,68,"Spilled",42,3244,"Male",7,11,64,2000,"G"
"m/tigerland","Tigerland",2000-10-06,"R","Certified-Fresh",77,47,"Upright",71,34482,"Male",16,16,100,2000,"R"
"m/timecode","Timecode",2000-04-28,"R","Fresh",68,81,"Spilled",49,5056,"Male",8,21,38,2000,"R"
"m/titan_ae","Titan A.E.",2000-06-16,"PG","Rotten",51,101,"Upright",60,69385,"Male",12,16,75,2000,"PG"
"m/town_and_country","Town & Country",2000-09-01,"R","Rotten",13,94,"Spilled",14,2689,"Male",14,24,58,2000,"R"
"m/1103281-traffic","Traffic",2000-12-27,"R","Certified-Fresh",93,161,"Upright",85,190385,"Male",37,50,74,2000,"R"
"m/turn_it_up","Turn It Up",2000-09-06,"R","Rotten",8,38,"Spilled",26,1887,"Male",10,12,83,2000,"R"
"m/two_family_house","Two Family House",2000-10-06,"R","Fresh",89,35,"Upright",81,1040,"Male",10,16,62,2000,"R"
"m/two_ninas","Two Ninas",2000-12-01,"R","Fresh",67,9,"Spilled",51,1286,"Male",3,7,43,2000,"R"
"m/u571","U-571",2000-04-21,"PG-13","Fresh",68,115,"Upright",62,56859,"Male",18,19,95,2000,"PG-13"
"m/unbreakable","Unbreakable",2000-11-22,"PG-13","Fresh",70,172,"Upright",77,291054,"Male",19,25,76,2000,"PG-13"
"m/1100197-under_suspicion","Under Suspicion",2000-09-22,"R","Rotten",49,45,"Spilled",49,8358,"Male",4,5,80,2000,"R"
"m/urban_legends_final_cut","Urban Legends: Final Cut",2000-09-22,"R","Rotten",9,82,"Spilled",20,49522,"Male",14,22,64,2000,"R"
"m/vatel","Vatel",2000-12-25,"PG-13","Rotten",31,32,"Upright",61,4402,"Male",14,19,74,2000,"PG-13"
"m/vertical_limit","Vertical Limit",2000-12-08,"PG-13","Rotten",48,110,"Spilled",41,59849,"Male",11,13,85,2000,"PG-13"
"m/waking_the_dead","Waking the Dead",2000-03-24,"R","Rotten",51,55,"Upright",78,5007,"Male",18,27,67,2000,"R"
"m/wattstax","Wattstax",2000-05-05,"R","Fresh",86,22,"Upright",89,746,"Male",4,5,80,2000,"R"
"m/what_lies_beneath","What Lies Beneath",2000-07-21,"PG-13","Rotten",46,125,"Spilled",58,278987,"Male",10,22,45,2000,"PG-13"
"m/1095351-1095351-what_planet_are_you_from","What Planet Are You From?",2000-03-03,"R","Rotten",42,77,"Spilled",28,5978,"Male",17,33,52,2000,"R"
"m/whats_cooking","What's Cooking?",2000-01-20,"PG-13","Rotten",52,66,"Upright",65,1524,"Male",10,20,50,2000,"PG-13"
"m/1095414-whatever_it_takes","Whatever It Takes",2000-03-24,"PG-13","Rotten",16,67,"Spilled",45,45344,"Male",15,19,79,2000,"PG-13"
"m/1096832-where_the_heart_is","Where the Heart Is",2000-04-28,"PG-13","Rotten",35,97,"Upright",76,63927,"Male",10,31,32,2000,"PG-13"
"m/where_the_money_is","Where the Money Is",2000-04-14,"PG-13","Rotten",48,79,"Spilled",36,2009,"Male",9,16,56,2000,"PG-13"
"m/1099174-1099174-wildflowers","Wildflowers",2000-09-01,"R","Rotten",57,7,"Spilled",44,1020,"Male",6,10,60,2000,"R"
"m/woman_on_top","Woman on Top",2000-09-22,"R","Rotten",35,98,"Spilled",42,8065,"Male",8,10,80,2000,"R"
"m/wonder_boys","Wonder Boys",2000-11-08,"R","Certified-Fresh",82,125,"Upright",83,40270,"Male",11,15,73,2000,"R"
"m/xmen","X-Men",2000-07-14,"PG-13","Certified-Fresh",81,172,"Upright",83,1067758,"Male",23,29,79,2000,"PG-13"
"m/you_can_count_on_me","You Can Count On Me",2000-11-10,"R","Certified-Fresh",95,105,"Upright",88,10657,"Male",7,15,47,2000,"R"
"m/10_things_i_hate_about_you","10 Things I Hate About You",1999-03-31,"PG-13","Fresh",69,78,"Upright",69,32104911,"Male",7,14,50,1999,"PG-13"
"m/8mm","8MM",1999-02-26,"R","Rotten",21,84,"Spilled",52,137907,"Male",12,22,55,1999,"R"
"m/1094164-dog_of_flanders","A Dog of Flanders",1999-08-07,"PG","Rotten",21,24,"Upright",63,822,"Male",6,8,75,1999,"PG"
"m/murder_of_crows","A Murder of Crows",1999-07-06,"R","Rotten",0,5,"Spilled",57,6017,"Male",5,6,83,1999,"R"
"m/a_slipping_down_life","A Slipping-Down Life",1999-01-22,"R","Rotten",26,65,"Spilled",45,1074,"Male",7,13,54,1999,"R"
"m/walk_on_the_moon","A Walk on the Moon",1999-03-26,"R","Fresh",72,36,"Upright",71,10010,"Male",4,10,40,1999,"R"
"m/agnes_browne","Agnes Browne",1999-06-01,"R","Rotten",41,27,"Upright",71,1268,"Male",9,12,75,1999,"R"
"m/1046873-alice_in_wonderland","Alice in Wonderland",1999-02-28,"G","Rotten",33,6,"Upright",62,24497,"Male",15,20,75,1999,"G"
